gender,age,race_ethnicity,employment,state_name,vote_trump,vote_biden
Male,42,White,Employed,Kentucky,1,0
Male,38,Other,Employed,Wisconsin,1,0
Male,61,White,Other,North Carolina,0,1
Male,25,Black or African American,Employed,Colorado,0,1
Male,39,White,Employed,New Jersey,1,0
Male,41,White,Employed,Louisiana,1,0
Male,26,White,Employed,Illinois,0,1
Male,47,White,Not in labor force,Ohio,0,0
Male,40,White,Employed,Massachusetts,1,0
Male,26,White,Employed,Florida,1,0
Male,30,White,Unemployed,Virginia,0,0
Male,36,White,Employed,Ohio,0,1
Female,24,East Asian,Employed,Florida,0,1
Male,31,White,Employed,Texas,0,0
Male,41,White,Employed,New York,0,1
Male,38,White,Not in labor force,Oregon,0,1
Female,20,Black or African American,Employed,Texas,0,0
Male,62,White,Unemployed,California,1,0
Male,36,White,Not in labor force,California,0,1
Male,44,Other,Employed,California,0,1
Male,45,White,Employed,Illinois,0,1
Female,28,Other Asian or Pacific Islander,Not in labor force,California,0,0
Female,30,White,Employed,California,0,1
Female,29,White,Employed,Texas,0,1
Male,30,White,Employed,Michigan,0,1
Male,40,White,Employed,Virginia,0,0
Female,21,White,Employed,New Jersey,0,0
Female,39,White,Not in labor force,New York,0,1
Female,23,Black or African American,Student,Tennessee,0,1
Male,63,White,Not in labor force,Illinois,0,1
Female,47,White,Not in labor force,Tennessee,1,0
Male,55,Other Asian or Pacific Islander,Employed,Maryland,0,1
Male,46,American Indian or Alaska Native,Employed,New York,0,0
Male,33,Black or African American,Employed,Michigan,0,0
Female,29,White,Employed,New Hampshire,0,1
Male,34,White,Employed,Wyoming,1,0
Female,40,Black or African American,Employed,Florida,0,1
Female,27,White,Employed,Georgia,0,1
Female,36,Black or African American,Employed,Texas,0,1
Male,29,White,Employed,Arizona,0,1
Male,38,Other,Not in labor force,Virginia,1,0
Male,61,White,Not in labor force,Virginia,1,0
Female,49,White,Employed,Texas,1,0
Female,45,White,Employed,Ohio,0,1
Female,22,White,Employed,Oklahoma,0,1
Female,21,Black or African American,Student,Alabama,0,1
Male,60,White,Employed,Kentucky,1,0
Male,23,White,Unemployed,West Virginia,1,0
Male,44,White,Employed,California,0,0
Male,38,East Asian,Employed,California,0,1
Female,28,Other Asian or Pacific Islander,Employed,New York,0,1
Female,37,Black or African American,Not in labor force,Ohio,0,0
Female,56,White,Not in labor force,New York,1,0
Female,30,White,Not in labor force,Pennsylvania,0,0
Female,36,White,Employed,Texas,1,0
Male,57,White,Unemployed,Missouri,0,1
Male,63,White,Not in labor force,Pennsylvania,1,0
Female,47,White,Not in labor force,Illinois,0,1
Female,37,White,Not in labor force,Florida,0,0
Female,28,White,Unemployed,Iowa,0,1
Female,49,Other,Employed,Texas,1,0
Female,19,Black or African American,Student,Wisconsin,0,0
Female,30,White,Employed,Arizona,0,0
Male,33,Other,Unemployed,New Mexico,0,0
Male,35,Black or African American,Employed,Nevada,0,0
Male,52,White,Employed,Georgia,1,0
Male,38,White,Not in labor force,Massachusetts,0,0
Female,69,White,Not in labor force,New York,0,1
Male,24,White,Student,Texas,1,0
Male,66,White,Employed,Washington,1,0
Male,30,White,Not in labor force,Illinois,0,1
Female,20,White,Student,Tennessee,0,0
Male,28,White,Not in labor force,Arizona,0,1
Male,52,White,Employed,North Carolina,0,0
Male,58,White,Unemployed,Louisiana,1,0
Male,35,White,Employed,Arizona,1,0
Female,45,White,Employed,Virginia,0,0
Male,64,White,Not in labor force,New York,1,0
Female,39,White,Student,Colorado,1,0
Male,51,Black or African American,Not in labor force,Alabama,0,1
Male,63,Black or African American,Not in labor force,North Carolina,0,1
Male,54,White,Employed,New York,0,1
Female,24,White,Employed,Florida,0,1
Male,54,White,Not in labor force,Michigan,1,0
Female,31,Other,Employed,Florida,1,0
Male,37,Black or African American,Employed,California,0,1
Male,67,White,Not in labor force,Michigan,0,1
Male,29,White,Unemployed,Pennsylvania,0,0
Male,64,White,Employed,Montana,1,0
Male,70,White,Not in labor force,Nevada,0,1
Male,33,White,Employed,Texas,0,0
Male,45,White,Employed,Pennsylvania,0,1
Female,46,White,Not in labor force,Virginia,1,0
Male,91,White,Not in labor force,Texas,1,0
Male,18,Other Asian or Pacific Islander,Student,Washington,0,1
Female,35,White,Not in labor force,Alabama,1,0
Male,39,Other,Employed,Florida,0,0
Female,40,White,Employed,Delaware,0,1
Male,50,White,Employed,Pennsylvania,1,0
Male,40,White,Employed,Tennessee,1,0
Male,31,Black or African American,Student,North Carolina,0,0
Male,29,White,Employed,South Carolina,1,0
Male,62,White,Not in labor force,Louisiana,0,1
Male,32,White,Employed,California,0,0
Male,24,White,Unemployed,Iowa,0,1
Female,28,White,Employed,Texas,1,0
Female,63,White,Not in labor force,Wisconsin,1,0
Female,33,Black or African American,Employed,Texas,0,1
Female,24,White,Employed,Arkansas,1,0
Male,55,White,Employed,Pennsylvania,1,0
Male,19,White,Unemployed,Ohio,0,0
Female,40,White,Employed,Ohio,0,1
Male,39,White,Employed,Idaho,1,0
Female,35,Other,Employed,Texas,0,1
Male,58,White,Not in labor force,New York,1,0
Female,68,White,Employed,Missouri,1,0
Male,51,White,Employed,California,0,0
Male,59,White,Not in labor force,Nebraska,0,1
Male,57,White,Employed,Louisiana,1,0
Male,63,White,Not in labor force,New York,0,1
Male,43,Other,Employed,New York,0,1
Female,34,Other Asian or Pacific Islander,Not in labor force,Georgia,0,1
Male,29,White,Employed,New York,0,1
Male,35,White,Employed,Utah,0,0
Female,20,White,Student,Vermont,0,1
Female,24,White,Not in labor force,Pennsylvania,0,1
Female,33,White,Employed,Washington,0,0
Male,30,White,Employed,California,1,0
Female,24,White,Employed,Ohio,0,1
Female,28,Black or African American,Employed,Texas,0,1
Male,78,White,Not in labor force,Idaho,0,0
Female,32,White,Employed,Virginia,1,0
Male,72,White,Not in labor force,California,1,0
Female,20,Black or African American,Unemployed,Georgia,0,0
Female,56,White,Not in labor force,New York,0,1
Male,67,White,Employed,Ohio,0,1
Female,23,White,Employed,Maryland,1,0
Male,42,Other,Unemployed,Vermont,1,0
Male,40,Black or African American,Employed,Louisiana,0,1
Male,48,Black or African American,Employed,New Jersey,1,0
Female,39,White,Unemployed,Illinois,1,0
Female,49,Black or African American,Not in labor force,Mississippi,0,1
Male,26,White,Employed,Texas,1,0
Male,26,Other,Employed,California,0,0
Male,53,White,Other,Minnesota,1,0
Male,39,Other,Employed,Colorado,0,1
Female,27,Black or African American,Unemployed,Mississippi,0,1
Male,21,Black or African American,Not in labor force,California,0,0
Male,46,Black or African American,Employed,Kansas,1,0
Male,34,Black or African American,Employed,Ohio,0,1
Male,34,White,Unemployed,Maryland,1,0
Female,55,White,Not in labor force,Florida,1,0
Male,40,White,Employed,California,1,0
Male,33,White,Employed,Pennsylvania,1,0
Female,19,White,Employed,California,0,1
Male,60,White,Employed,California,0,1
Male,32,White,Unemployed,Tennessee,0,0
Male,71,White,Not in labor force,New York,1,0
Male,55,Other Asian or Pacific Islander,Unemployed,New Jersey,0,1
Male,59,White,Not in labor force,Texas,1,0
Female,31,White,Employed,New Jersey,1,0
Female,25,White,Employed,North Carolina,0,1
Male,31,White,Employed,Michigan,1,0
Female,22,Black or African American,Employed,Mississippi,0,1
Male,67,White,Not in labor force,Michigan,1,0
Female,38,White,Employed,Georgia,0,0
Male,44,White,Employed,Virginia,1,0
Female,51,White,Employed,California,1,0
Female,63,White,Not in labor force,Florida,0,0
Female,18,White,Student,Alabama,1,0
Male,35,White,Not in labor force,South Carolina,0,0
Female,58,White,Not in labor force,Minnesota,1,0
Female,48,White,Employed,Minnesota,0,0
Male,41,White,Employed,New York,1,0
Female,57,White,Other,Florida,0,1
Female,32,White,Employed,Ohio,0,1
Female,63,White,Employed,New York,0,1
Female,49,White,Not in labor force,New Hampshire,0,0
Female,38,Black or African American,Employed,Virginia,0,1
Male,27,Other Asian or Pacific Islander,Employed,Illinois,0,1
Female,34,White,Unemployed,Pennsylvania,0,0
Male,30,White,Employed,Utah,1,0
Female,70,Black or African American,Not in labor force,Georgia,0,1
Female,29,Black or African American,Employed,Ohio,0,1
Male,71,White,Not in labor force,Texas,1,0
Female,36,White,Employed,New Jersey,0,1
Male,63,White,Not in labor force,Wisconsin,0,1
Female,35,White,Not in labor force,North Carolina,1,0
Female,41,White,Employed,Tennessee,1,0
Female,39,White,Employed,Arizona,1,0
Female,30,White,Student,Florida,0,1
Female,52,White,Not in labor force,Georgia,0,0
Female,24,Black or African American,Other,Texas,0,0
Female,32,White,Employed,California,0,0
Female,75,Other Asian or Pacific Islander,Not in labor force,Hawaii,0,1
Male,25,White,Employed,Oregon,0,1
Male,33,White,Employed,New York,1,0
Female,20,Other Asian or Pacific Islander,Employed,Arizona,0,1
Male,32,White,Employed,New York,0,1
Female,34,Black or African American,Unemployed,New Jersey,0,1
Female,66,Black or African American,Employed,Arkansas,0,1
Female,50,White,Employed,California,0,0
Male,38,Black or African American,Employed,Virginia,0,1
Female,31,Black or African American,Employed,Pennsylvania,0,1
Male,50,White,Employed,California,0,1
Male,33,White,Employed,California,1,0
Male,52,White,Employed,Utah,0,0
Male,42,White,Employed,Utah,0,1
Female,44,Other Asian or Pacific Islander,Employed,Utah,1,0
Female,76,White,Not in labor force,Minnesota,0,1
Male,54,White,Employed,Kentucky,1,0
Male,62,White,Employed,Nevada,1,0
Female,31,Other,Unemployed,Florida,0,1
Male,29,Black or African American,Employed,Louisiana,0,1
Female,50,White,Employed,Florida,0,0
Female,73,White,Not in labor force,Ohio,0,1
Male,59,White,Unemployed,North Carolina,1,0
Male,59,White,Not in labor force,Pennsylvania,1,0
Male,59,White,Employed,New Hampshire,0,1
Female,20,Black or African American,Employed,New York,0,0
Male,22,White,Employed,Kentucky,0,1
Female,34,White,Unemployed,California,0,1
Female,58,White,Not in labor force,Pennsylvania,1,0
Male,45,White,Employed,California,1,0
Female,56,White,Employed,Texas,0,1
Male,70,White,Not in labor force,Arizona,0,0
Male,32,Black or African American,Employed,Texas,0,0
Male,22,White,Student,Vermont,0,1
Female,21,White,Employed,Michigan,0,0
Male,24,White,Employed,Indiana,0,0
Female,29,White,Employed,Missouri,0,1
Male,41,White,Employed,Ohio,1,0
Female,56,White,Employed,Texas,1,0
Male,30,Other,Employed,New York,1,0
Male,38,White,Other,Louisiana,1,0
Male,19,Black or African American,Student,North Carolina,0,1
Male,46,White,Employed,Florida,0,1
Male,41,White,Not in labor force,Delaware,1,0
Female,34,Black or African American,Employed,Florida,0,1
Male,73,White,Not in labor force,California,0,1
Female,25,White,Not in labor force,North Carolina,1,0
Female,21,Other,Student,Texas,0,0
Female,37,White,Employed,Connecticut,0,1
Female,40,Black or African American,Employed,Virginia,0,1
Female,19,White,Student,California,0,0
Male,50,White,Unemployed,Arizona,0,0
Female,58,White,Not in labor force,Missouri,0,0
Male,20,Black or African American,Student,Virginia,0,1
Female,46,White,Employed,Pennsylvania,1,0
Male,38,Other,Unemployed,California,1,0
Male,25,White,Employed,Louisiana,1,0
Male,37,White,Employed,Ohio,0,1
Male,37,White,Employed,California,0,1
Male,41,White,Employed,Florida,0,1
Female,40,White,Not in labor force,Washington,0,0
Male,18,Black or African American,Student,California,1,0
Male,59,White,Unemployed,Illinois,1,0
Female,31,White,Not in labor force,Oregon,0,1
Female,20,White,Student,Arizona,1,0
Female,19,White,Not in labor force,California,1,0
Male,51,White,Other,Arkansas,1,0
Male,39,White,Employed,California,1,0
Female,28,Other Asian or Pacific Islander,Employed,California,0,1
Male,23,Other Asian or Pacific Islander,Employed,California,1,0
Male,27,Other,Unemployed,California,0,0
Male,52,East Asian,Employed,Washington,0,1
Male,59,White,Not in labor force,Michigan,0,1
Female,38,White,Not in labor force,Kentucky,0,0
Female,22,White,Employed,Colorado,0,0
Male,59,White,Employed,New York,1,0
Male,42,Black or African American,Employed,Mississippi,0,1
Male,39,White,Not in labor force,Louisiana,0,1
Female,59,White,Employed,California,0,1
Male,20,Other Asian or Pacific Islander,Student,Illinois,1,0
Male,34,White,Employed,Missouri,0,1
Male,33,White,Other,New York,0,1
Male,29,White,Employed,Pennsylvania,1,0
Female,43,White,Not in labor force,Alabama,0,0
Male,67,East Asian,Employed,New York,1,0
Female,23,Black or African American,Employed,Michigan,0,1
Female,64,Black or African American,Not in labor force,Texas,0,1
Female,48,White,Not in labor force,Florida,1,0
Male,44,White,Employed,Missouri,1,0
Male,32,Other Asian or Pacific Islander,Unemployed,Pennsylvania,1,0
Female,27,White,Employed,Pennsylvania,1,0
Male,40,White,Employed,Alabama,0,0
Male,25,White,Employed,California,0,1
Male,77,White,Not in labor force,New Jersey,1,0
Female,20,White,Student,Georgia,0,1
Male,40,White,Employed,California,0,1
Female,19,White,Student,California,0,0
Male,28,White,Student,Illinois,0,1
Male,20,Black or African American,Employed,Tennessee,0,1
Female,35,Other,Employed,Texas,0,1
Female,18,Black or African American,Employed,California,0,1
Male,67,White,Not in labor force,New Jersey,1,0
Male,39,White,Unemployed,Pennsylvania,1,0
Female,48,White,Not in labor force,California,1,0
Male,40,Black or African American,Employed,Georgia,0,1
Male,44,White,Employed,Wisconsin,1,0
Male,36,White,Employed,New York,1,0
Male,52,White,Employed,Pennsylvania,1,0
Female,63,White,Not in labor force,Texas,1,0
Male,63,White,Not in labor force,Texas,1,0
Female,33,White,Not in labor force,Alabama,1,0
Female,38,White,Not in labor force,Wisconsin,0,1
Male,56,White,Not in labor force,California,1,0
Male,30,White,Unemployed,Louisiana,0,1
Male,70,White,Not in labor force,Hawaii,1,0
Male,25,Black or African American,Employed,Illinois,0,0
Female,19,White,Student,New York,0,0
Female,54,White,Not in labor force,Texas,1,0
Male,39,Other,Unemployed,Michigan,1,0
Female,21,White,Employed,Georgia,1,0
Female,24,Other Asian or Pacific Islander,Unemployed,California,0,0
Male,40,White,Employed,New York,0,1
Male,66,White,Not in labor force,Arkansas,0,1
Female,68,White,Not in labor force,Alabama,0,0
Female,21,White,Unemployed,California,0,1
Female,66,White,Not in labor force,Oregon,0,1
Female,69,White,Not in labor force,Arizona,0,1
Male,41,White,Employed,Ohio,1,0
Female,23,Other Asian or Pacific Islander,Employed,Florida,0,1
Male,29,White,Employed,Oklahoma,0,0
Male,25,White,Student,Arkansas,0,0
Male,64,White,Not in labor force,Oregon,1,0
Female,28,White,Employed,Arizona,0,0
Female,29,White,Not in labor force,California,0,0
Female,60,White,Not in labor force,Arizona,0,1
Female,21,White,Unemployed,Kansas,1,0
Male,42,Black or African American,Employed,Iowa,1,0
Female,31,White,Unemployed,South Carolina,0,0
Female,44,White,Unemployed,Virginia,0,1
Female,20,Other,Student,California,0,0
Female,39,Black or African American,Employed,Florida,0,1
Male,57,White,Not in labor force,North Carolina,0,0
Male,39,White,Employed,Kentucky,1,0
Male,76,East Asian,Not in labor force,Massachusetts,0,1
Male,40,White,Employed,New York,1,0
Male,70,White,Employed,Michigan,0,0
Male,64,White,Not in labor force,Pennsylvania,0,0
Male,39,White,Not in labor force,California,0,1
Female,58,White,Employed,California,0,1
Male,45,White,Employed,Washington,1,0
Male,39,Black or African American,Employed,Nevada,0,1
Male,71,White,Not in labor force,Illinois,0,1
Male,46,White,Not in labor force,Michigan,0,0
Male,47,Black or African American,Employed,New Jersey,0,0
Male,27,White,Unemployed,Ohio,1,0
Male,31,White,Employed,Ohio,1,0
Female,41,Black or African American,Unemployed,Florida,0,1
Male,56,White,Employed,Florida,0,1
Male,50,White,Unemployed,Massachusetts,0,0
Male,49,White,Employed,Pennsylvania,1,0
Male,43,White,Employed,Arizona,1,0
Male,18,Black or African American,Employed,California,0,1
Male,37,American Indian or Alaska Native,Employed,California,0,0
Male,50,Black or African American,Employed,Nevada,0,1
Male,69,White,Not in labor force,New York,1,0
Female,39,Other,Not in labor force,Texas,0,0
Male,40,White,Employed,New Jersey,0,1
Male,55,Black or African American,Employed,Illinois,0,0
Male,62,American Indian or Alaska Native,Employed,Tennessee,1,0
Male,70,White,Not in labor force,Pennsylvania,0,1
Female,50,White,Unemployed,Virginia,0,1
Male,25,White,Unemployed,Oregon,0,0
Female,65,White,Unemployed,New York,0,0
Female,36,White,Not in labor force,Missouri,0,0
Female,25,Black or African American,Student,New York,0,0
Female,58,White,Not in labor force,Florida,1,0
Male,72,White,Not in labor force,Nebraska,1,0
Female,28,White,Employed,Michigan,1,0
Male,40,White,Employed,Virginia,1,0
Male,45,White,Not in labor force,New York,0,0
Male,20,White,Student,Indiana,1,0
Female,54,Black or African American,Employed,Florida,0,1
Male,68,White,Employed,Illinois,1,0
Male,44,White,Employed,Minnesota,1,0
